Timestamp,Type,ID,BER,OSNR,InputPower,OutputPower,Failure
1624464307,Infrastructure,Ampli3,,,-16.7,0.8,
1624464311,Devices,SPO1/18/11,2.02E-08,38.6,,,
1624464311,Devices,SPO2/18/11,1.63E-07,25.9,,,
1624464311,Infrastructure,Ampli3,,,-16.7,0.8,
1624464307,Infrastructure,Ampli4,,,-22.8,0.7,
1624464307,Infrastructure,Ampli2,,,-15.5,0.4,
1624464311,Infrastructure,Ampli1,,,-19.2,0.7,
1624464311,Infrastructure,Ampli4,,,-22.8,0.7,
1624464311,Infrastructure,Ampli2,,,-15.5,0.4,
1624464314,Infrastructure,Ampli1,,,-19.2,0.7,
1624464314,Infrastructure,Ampli4,,,-22.8,0.7,
1624464314,Devices,SPO2/18/11,1.63E-07,25.7,,,
1624464314,Devices,SPO1/18/11,2.05E-08,38.6,,,
1624464314,Infrastructure,Ampli3,,,-16.7,0.8,
1624464314,Infrastructure,Ampli2,,,-15.5,0.4,
1624464317,Infrastructure,Ampli1,,,-19.2,0.7,
1624464317,Infrastructure,Ampli2,,,-15.5,0.4,
1624464317,Devices,SPO2/18/11,1.63E-07,25.9,,,
1624464317,Devices,SPO1/18/11,2.05E-08,38.6,,,
1624464317,Infrastructure,Ampli3,,,-16.7,0.8,
1624464320,Devices,SPO1/18/11,2.05E-08,37.3,,,
1624464320,Devices,SPO2/18/11,1.63E-07,26.1,,,
1624464320,Infrastructure,Ampli3,,,-16.7,0.8,
1624464317,Infrastructure,Ampli4,,,-22.8,0.7,
1624464320,Infrastructure,Ampli1,,,-19.2,0.7,
1624464320,Infrastructure,Ampli2,,,-15.5,0.4,
1624464320,Infrastructure,Ampli4,,,-22.8,0.7,
1624464324,Infrastructure,Ampli1,,,-19.2,0.7,
1624464323,Devices,SPO2/18/11,1.63E-07,25.7,,,
1624464323,Devices,SPO1/18/11,2.01E-08,38.6,,,
1624464324,Infrastructure,Ampli3,,,-16.7,0.8,
1624464324,Infrastructure,Ampli4,,,-22.8,0.7,
1624464324,Infrastructure,Ampli2,,,-15.5,0.4,
1624464327,Infrastructure,Ampli1,,,-19.6,0.7,
1624464327,Devices,SPO2/18/11,1.61E-07,25.8,,,
1624464327,Devices,SPO1/18/11,2.04E-08,38.6,,,
1624464327,Infrastructure,Ampli3,,,-16.7,0.8,
1624464330,Devices,SPO2/18/11,1.68E-07,26,,,
1624464330,Devices,SPO1/18/11,2.03E-08,38.6,,,
1624464330,Infrastructure,Ampli3,,,-16.7,0.8,
1624464327,Infrastructure,Ampli4,,,-22.9,0.7,
1624464327,Infrastructure,Ampli2,,,-15.5,0.4,
1624464330,Infrastructure,Ampli1,,,-19.6,0.7,
1624464330,Infrastructure,Ampli2,,,-15.5,0.4,
1624464330,Infrastructure,Ampli4,,,-22.9,0.7,
1624464333,Infrastructure,Ampli1,,,-19.6,0.7,
1624464333,Devices,SPO1/18/11,2.01E-08,38.5,,,
1624464333,Devices,SPO2/18/11,1.84E-07,25.7,,,
1624464333,Infrastructure,Ampli2,,,-15.5,0.4,
1624464333,Infrastructure,Ampli4,,,-22.9,0.7,
1624464336,Infrastructure,Ampli1,,,-19.6,0.7,
1624464336,Infrastructure,Ampli4,,,-22.9,0.7,
1624464336,Infrastructure,Ampli2,,,-15.5,0.4,
1624464333,Infrastructure,Ampli3,,,-16.7,0.8,
1624464336,Devices,SPO2/18/11,1.85E-07,25.7,,,
1624464336,Devices,SPO1/18/11,2.07E-08,38.6,,,
1624464336,Infrastructure,Ampli3,,,-16.7,0.8,
1624464340,Infrastructure,Ampli1,,,-19.6,0.7,
1624464340,Infrastructure,Ampli4,,,-22.9,0.7,
1624464340,Devices,SPO1/18/11,1.99E-08,38.6,,,
1624464340,Infrastructure,Ampli2,,,-15.5,0.4,
1624464340,Devices,SPO2/18/11,1.83E-07,25.7,,,
1624464340,Infrastructure,Ampli3,,,-16.7,0.8,
1624464343,Infrastructure,Ampli1,,,-19.6,0.7,
1624464343,Infrastructure,Ampli4,,,-22.9,0.7,
1624464343,Devices,SPO2/18/11,1.84E-07,25.6,,,
1624464343,Devices,SPO1/18/11,1.93E-08,38.5,,,
1624464343,Infrastructure,Ampli3,,,-16.7,0.8,
1624464346,Devices,SPO2/18/11,1.39E-07,25.7,,,
1624464346,Devices,SPO1/18/11,2.04E-08,38.6,,,
1624464346,Infrastructure,Ampli3,,,-16.7,0.8,
1624464343,Infrastructure,Ampli2,,,-15.5,0.4,
1624464346,Infrastructure,Ampli1,,,-19.6,0.7,
1624464346,Infrastructure,Ampli2,,,-15.5,0.4,
1624464346,Infrastructure,Ampli4,,,-22.9,0.7,
1624464349,Devices,SPO1/18/11,1.97E-08,38.6,,,
1624464349,Infrastructure,Ampli1,,,-19.6,0.7,
1624464349,Infrastructure,Ampli2,,,-15.5,0.4,
1624464349,Infrastructure,Ampli4,,,-22.9,0.7,
1624464349,Devices,SPO2/18/11,1.87E-07,25.7,,,
1624464349,Infrastructure,Ampli3,,,-16.7,0.8,
1624464352,Infrastructure,Ampli1,,,-19.6,0.7,
1624464353,Infrastructure,Ampli4,,,-22.9,0.7,
1624464353,Infrastructure,Ampli2,,,-15.5,0.4,
1624464356,Infrastructure,Ampli1,,,-19.6,0.7,
1624464356,Infrastructure,Ampli4,,,-22.9,0.7,
1624464356,Infrastructure,Ampli2,,,-15.5,0.4,
1624464352,Devices,SPO2/18/11,1.82E-07,25.8,,,
1624464352,Devices,SPO1/18/11,1.97E-08,38.6,,,
1624464352,Infrastructure,Ampli3,,,-16.7,0.8,
1624464356,Devices,SPO2/18/11,1.84E-07,25.4,,,
1624464356,Devices,SPO1/18/11,1.99E-08,38.6,,,
1624464356,Infrastructure,Ampli3,,,-16.7,0.8,
1624464359,Infrastructure,Ampli1,,,-19.6,0.7,
1624464359,Infrastructure,Ampli2,,,-15.5,0.4,
1624464359,Devices,SPO2/18/11,1.84E-07,25.9,,,
1624464359,Infrastructure,Ampli4,,,-22.9,0.7,
1624464359,Devices,SPO1/18/11,2.09E-08,38.5,,,
1624464359,Infrastructure,Ampli3,,,-16.7,0.8,
1624464362,Devices,SPO1/18/11,2E-08,38.6,,,
1624464362,Infrastructure,Ampli1,,,-19.6,0.7,
1624464362,Infrastructure,Ampli2,,,-15.5,0.4,
1624464362,Devices,SPO2/18/11,1.85E-07,25.7,,,
1624464362,Infrastructure,Ampli3,,,-16.7,0.8,
1624464365,Devices,SPO1/18/11,2.07E-08,38.6,,,
1624464365,Devices,SPO2/18/11,1.83E-07,25.8,,,
1624464365,Infrastructure,Ampli3,,,-16.7,0.8,
1624464362,Infrastructure,Ampli4,,,-22.9,0.7,
1624464365,Infrastructure,Ampli1,,,-19.6,0.7,
1624464365,Infrastructure,Ampli2,,,-15.5,0.4,
1624464365,Infrastructure,Ampli4,,,-22.9,0.7,
1624464369,Infrastructure,Ampli1,,,-19.6,0.7,
1624464369,Infrastructure,Ampli2,,,-15.5,0.4,
1624464368,Devices,SPO1/18/11,1.95E-08,38.5,,,
1624464369,Devices,SPO2/18/11,1.82E-07,25.9,,,
1624464369,Infrastructure,Ampli4,,,-22.9,0.7,
1624464369,Infrastructure,Ampli3,,,-16.7,0.8,
1624464372,Devices,SPO2/18/11,1.86E-07,25.7,,,
1624464372,Devices,SPO1/18/11,1.98E-08,38.5,,,
1624464372,Infrastructure,Ampli3,,,-16.7,0.8,
1624464375,Devices,SPO1/18/11,2.03E-08,38.6,,,
1624464372,Infrastructure,Ampli1,,,-19.6,0.7,
1624464372,Infrastructure,Ampli2,,,-15.5,0.4,
1624464375,Devices,SPO2/18/11,1.83E-07,25.7,,,
1624464375,Infrastructure,Ampli3,,,-16.7,0.8,
1624464372,Infrastructure,Ampli4,,,-22.9,0.7,
1624464375,Infrastructure,Ampli1,,,-19.6,0.7,
1624464375,Infrastructure,Ampli2,,,-15.5,0.4,
1624464375,Infrastructure,Ampli4,,,-22.9,0.7,
1624464378,Infrastructure,Ampli1,,,-19.6,0.7,
1624464378,Infrastructure,Ampli2,,,-15.5,0.4,
1624464378,Devices,SPO1/18/11,1.99E-08,38.6,,,
1624464378,Devices,SPO2/18/11,1.84E-07,25.5,,,
1624464378,Infrastructure,Ampli3,,,-16.7,0.8,
1624464381,Devices,SPO1/18/11,2.09E-08,38.6,,,
1624464381,Devices,SPO2/18/11,1.86E-07,25.6,,,
1624464381,Infrastructure,Ampli3,,,-16.7,0.8,
1624464378,Infrastructure,Ampli4,,,-22.9,0.7,
1624464381,Infrastructure,Ampli1,,,-19.6,0.7,
1624464382,Infrastructure,Ampli2,,,-15.5,0.4,
1624464382,Infrastructure,Ampli4,,,-22.9,0.7,
1624464385,Devices,SPO1/18/11,2.03E-08,38.5,,,
1624464385,Infrastructure,Ampli1,,,-19.6,0.7,
1624464385,Infrastructure,Ampli4,,,-22.9,0.7,
1624464385,Devices,SPO2/18/11,1.84E-07,25.5,,,
1624464385,Infrastructure,Ampli3,,,-16.7,0.8,
1624464385,Infrastructure,Ampli2,,,-15.5,0.4,
1624464388,Devices,SPO1/18/11,1.95E-08,38.5,,,
1624464388,Devices,SPO2/18/11,1.86E-07,25.8,,,
1624464388,Infrastructure,Ampli1,,,-20.1,0.7,
1624464388,Infrastructure,Ampli3,,,-16.7,0.8,
1624464391,Devices,SPO1/18/11,2E-08,38.6,,,
1624464391,Devices,SPO2/18/11,2.11E-07,25.6,,,
1624464391,Infrastructure,Ampli3,,,-16.7,0.8,
1624464388,Infrastructure,Ampli2,,,-15.5,0.4,
1624464388,Infrastructure,Ampli4,,,-22.9,0.7,
1624464391,Infrastructure,Ampli1,,,-20.1,0.7,
1624464391,Infrastructure,Ampli2,,,-15.5,0.4,
1624464391,Infrastructure,Ampli4,,,-22.9,0.7,
1624464394,Infrastructure,Ampli1,,,-20.1,0.7,
1624464394,Devices,SPO1/18/11,2.02E-08,38.5,,,
1624464394,Infrastructure,Ampli2,,,-15.5,0.4,
1624464394,Infrastructure,Ampli4,,,-22.9,0.7,
1624464394,Devices,SPO2/18/11,2.21E-07,25.4,,,
1624464394,Infrastructure,Ampli3,,,-16.7,0.8,
1624464398,Infrastructure,Ampli1,,,-20.1,0.7,
1624464397,Devices,SPO1/18/11,1.97E-08,38.6,,,
1624464398,Infrastructure,Ampli2,,,-15.5,0.4,
1624464398,Infrastructure,Ampli4,,,-22.9,0.7,
1624464401,Infrastructure,Ampli1,,,-20.1,0.7,
1624464401,Infrastructure,Ampli4,,,-22.9,0.7,
1624464401,Infrastructure,Ampli2,,,-15.5,0.4,
1624464397,Devices,SPO2/18/11,2.2E-07,25.5,,,
1624464398,Infrastructure,Ampli3,,,-16.7,0.8,
1624464401,Devices,SPO2/18/11,2.18E-07,25.4,,,
1624464401,Devices,SPO1/18/11,1.98E-08,38.6,,,
1624464401,Infrastructure,Ampli3,,,-16.7,0.8,
1624464404,Infrastructure,Ampli1,,,-20.1,0.7,
1624464404,Infrastructure,Ampli2,,,-15.5,0.4,
1624464404,Infrastructure,Ampli4,,,-22.9,0.7,
1624464404,Devices,SPO1/18/11,1.94E-08,38.6,,,
1624464404,Devices,SPO2/18/11,2.17E-07,25.4,,,
1624464404,Infrastructure,Ampli3,,,-16.7,0.8,
1624464407,Devices,SPO1/18/11,1.91E-08,38.6,,,
1624464407,Devices,SPO2/18/11,2.19E-07,25.5,,,
1624464408,Infrastructure,Ampli3,,,-16.7,0.8,
1624464410,Devices,SPO1/18/11,1.98E-08,38.6,,,
1624464411,Devices,SPO2/18/11,2.19E-07,25.4,,,
1624464411,Infrastructure,Ampli3,,,-16.7,0.8,
1624464407,Infrastructure,Ampli1,,,-20.1,0.7,
1624464407,Infrastructure,Ampli2,,,-15.5,0.4,
1624464408,Infrastructure,Ampli4,,,-22.9,0.7,
1624464411,Infrastructure,Ampli1,,,-20.1,0.7,
1624464411,Infrastructure,Ampli2,,,-15.5,0.4,
1624464411,Infrastructure,Ampli4,,,-22.9,0.7,
1624464414,Devices,SPO1/18/11,1.95E-08,38.6,,,
1624464414,Infrastructure,Ampli1,,,-20.1,0.7,
1624464414,Devices,SPO2/18/11,2.15E-07,25.5,,,
1624464414,Infrastructure,Ampli3,,,-16.7,0.8,
1624464414,Infrastructure,Ampli2,,,-15.5,0.4,
1624464414,Infrastructure,Ampli4,,,-22.9,0.7,
1624464417,Devices,SPO1/18/11,2.02E-08,38.6,,,
1624464417,Infrastructure,Ampli1,,,-20.1,0.7,
1624464417,Infrastructure,Ampli2,,,-15.5,0.4,
1624464417,Devices,SPO2/18/11,2.19E-07,25.5,,,
1624464417,Infrastructure,Ampli3,,,-16.7,0.8,
1624464420,Devices,SPO1/18/11,2.01E-08,38.6,,,
1624464421,Devices,SPO2/18/11,2.16E-07,25.6,,,
1624464421,Infrastructure,Ampli3,,,-16.7,0.8,
1624464417,Infrastructure,Ampli4,,,-22.9,0.7,
1624464420,Infrastructure,Ampli1,,,-20.1,0.7,
1624464420,Infrastructure,Ampli2,,,-15.5,0.4,
1624464421,Infrastructure,Ampli4,,,-22.9,0.7,
1624464423,Infrastructure,Ampli1,,,-20.1,0.7,
1624464423,Infrastructure,Ampli2,,,-15.5,0.4,
1624464423,Devices,SPO1/18/11,2.05E-08,38.6,,,
1624464424,Devices,SPO2/18/11,2.19E-07,25.4,,,
1624464424,Infrastructure,Ampli3,,,-16.7,0.8,
1624464427,Devices,SPO1/18/11,2.04E-08,38.6,,,
1624464424,Infrastructure,Ampli4,,,-22.9,0.7,
1624464427,Infrastructure,Ampli1,,,-20.1,0.7,
1624464427,Infrastructure,Ampli2,,,-15.5,0.4,
1624464427,Infrastructure,Ampli4,,,-22.9,0.7,
1624464427,Devices,SPO2/18/11,2.15E-07,25.4,,,
1624464427,Infrastructure,Ampli3,,,-16.7,0.8,
1624464430,Devices,SPO1/18/11,2.02E-08,38.6,,,
1624464430,Devices,SPO2/18/11,2.16E-07,25.4,,,
1624464430,Infrastructure,Ampli3,,,-16.7,0.8,
1624464430,Infrastructure,Ampli1,,,-20.1,0.7,
1624464430,Infrastructure,Ampli2,,,-15.5,0.4,
1624464430,Infrastructure,Ampli4,,,-22.9,0.7,
1624464433,Infrastructure,Ampli1,,,-20.1,0.7,
1624464433,Devices,SPO1/18/11,2.01E-08,38.6,,,
1624464433,Infrastructure,Ampli2,,,-15.5,0.4,
1624464434,Infrastructure,Ampli4,,,-22.9,0.7,
1624464437,Infrastructure,Ampli1,,,-20.1,0.7,
1624464437,Infrastructure,Ampli2,,,-15.5,0.4,
1624464434,Devices,SPO2/18/11,2.18E-07,25.4,,,
1624464434,Infrastructure,Ampli3,,,-16.7,0.8,
1624464436,Devices,SPO1/18/11,2.03E-08,38.6,,,
1624464437,Devices,SPO2/18/11,2.19E-07,25.5,,,
1624464437,Infrastructure,Ampli3,,,-16.7,0.8,
1624464440,Devices,SPO1/18/11,2.05E-08,38.6,,,
1624464437,Infrastructure,Ampli4,,,-22.9,0.7,
1624464440,Infrastructure,Ampli1,,,-20.1,0.7,
1624464440,Infrastructure,Ampli2,,,-15.5,0.4,
1624464440,Infrastructure,Ampli4,,,-22.9,0.7,
1624464440,Devices,SPO2/18/11,1.65E-07,25.4,,,
1624464440,Infrastructure,Ampli3,,,-16.7,0.8,
1624464443,Infrastructure,Ampli1,,,-20.1,0.7,
1624464443,Devices,SPO1/18/11,2.08E-08,38.6,,,
1624464443,Devices,SPO2/18/11,2.2E-07,25.4,,,
1624464443,Infrastructure,Ampli2,,,-15.5,0.4,
1624464443,Infrastructure,Ampli4,,,-22.9,0.7,
1624464446,Infrastructure,Ampli1,,,-20.6,0.7,
1624464446,Infrastructure,Ampli2,,,-15.5,0.4,
1624464447,Infrastructure,Ampli4,,,-22.9,0.7,
1624464443,Infrastructure,Ampli3,,,-16.7,0.8,
1624464446,Devices,SPO1/18/11,2.11E-08,38.6,,,
1624464446,Devices,SPO2/18/11,2.18E-07,25.6,,,
1624464446,Infrastructure,Ampli3,,,-16.7,0.8,
1624464449,Devices,SPO1/18/11,2.12E-08,38.6,,,
1624464450,Infrastructure,Ampli1,,,-20.6,0.7,
1624464450,Devices,SPO2/18/11,2.2E-07,25.5,,,
1624464450,Infrastructure,Ampli3,,,-16.7,0.8,
1624464450,Infrastructure,Ampli2,,,-15.5,0.4,
1624464450,Infrastructure,Ampli4,,,-22.9,0.7,
1624464453,Infrastructure,Ampli1,,,-20.6,0.7,
1624464453,Devices,SPO1/18/11,2.04E-08,38.6,,,
1624464453,Infrastructure,Ampli2,,,-15.5,0.4,
1624464453,Infrastructure,Ampli4,,,-22.9,0.7,
1624464456,Infrastructure,Ampli1,,,-20.6,0.7,
1624464456,Infrastructure,Ampli2,,,-15.5,0.4,
1624464456,Infrastructure,Ampli4,,,-22.9,0.7,
1624464453,Devices,SPO2/18/11,2.63E-07,25.1,,,
1624464453,Infrastructure,Ampli3,,,-16.7,0.8,
1624464456,Devices,SPO1/18/11,2.06E-08,38.6,,,
1624464456,Devices,SPO2/18/11,2.59E-07,25,,,
1624464456,Infrastructure,Ampli3,,,-16.7,0.8,
1624464459,Devices,SPO1/18/11,1.99E-08,38.6,,,
1624464459,Devices,SPO2/18/11,2.62E-07,25.2,,,
1624464459,Infrastructure,Ampli1,,,-20.6,0.7,
1624464459,Infrastructure,Ampli2,,,-15.5,0.4,
1624464459,Infrastructure,Ampli4,,,-22.9,0.7,
1624464459,Infrastructure,Ampli3,,,-16.7,0.8,
1624464462,Devices,SPO1/18/11,2E-08,38.6,,,
1624464463,Infrastructure,Ampli1,,,-20.6,0.7,
1624464463,Infrastructure,Ampli2,,,-15.5,0.4,
1624464463,Infrastructure,Ampli4,,,-22.9,0.7,
1624464466,Infrastructure,Ampli1,,,-20.6,0.7,
1624464466,Infrastructure,Ampli2,,,-15.5,0.4,
1624464466,Infrastructure,Ampli4,,,-22.9,0.7,
1624464462,Devices,SPO2/18/11,2.59E-07,25.2,,,
1624464463,Infrastructure,Ampli3,,,-16.7,0.8,
1624464466,Devices,SPO1/18/11,1.93E-08,38.6,,,
1624464466,Devices,SPO2/18/11,2.6E-07,25.3,,,
1624464466,Infrastructure,Ampli3,,,-16.7,0.8,
1624464469,Devices,SPO2/18/11,2.61E-07,25.3,,,
1624464469,Infrastructure,Ampli1,,,-20.6,0.7,
1624464469,Infrastructure,Ampli2,,,-15.5,0.4,
1624464469,Devices,SPO1/18/11,2.01E-08,38.6,,,
1624464469,Infrastructure,Ampli3,,,-16.7,0.8,
1624464469,Infrastructure,Ampli4,,,-22.9,0.7,
1624464472,Devices,SPO1/18/11,2E-08,38.6,,,
1624464472,Devices,SPO2/18/11,2.59E-07,25.1,,,
1624464472,Infrastructure,Ampli3,,,-16.7,0.8,
1624464475,Devices,SPO1/18/11,2.01E-08,38.6,,,
1624464475,Devices,SPO2/18/11,2.59E-07,25,,,
1624464475,Infrastructure,Ampli3,,,-16.7,0.8,
1624464472,Infrastructure,Ampli1,,,-20.6,0.7,
1624464472,Infrastructure,Ampli2,,,-15.5,0.4,
1624464472,Infrastructure,Ampli4,,,-22.9,0.7,
1624464475,Infrastructure,Ampli1,,,-20.6,0.7,
1624464475,Infrastructure,Ampli2,,,-15.5,0.4,
1624464475,Infrastructure,Ampli4,,,-22.9,0.7,
1624464479,Devices,SPO1/18/11,2.06E-08,38.6,,,
1624464479,Infrastructure,Ampli1,,,-20.6,0.7,
1624464479,Infrastructure,Ampli2,,,-15.5,0.4,
1624464479,Infrastructure,Ampli4,,,-22.9,0.7,
1624464482,Infrastructure,Ampli1,,,-20.6,0.7,
1624464482,Infrastructure,Ampli4,,,-22.9,0.7,
1624464482,Infrastructure,Ampli2,,,-15.5,0.4,
1624464479,Devices,SPO2/18/11,2.57E-07,25.3,,,
1624464479,Infrastructure,Ampli3,,,-16.7,0.8,
1624464482,Devices,SPO2/18/11,2.55E-07,25.2,,,
1624464482,Devices,SPO1/18/11,1.62E-08,38.6,,,
1624464482,Infrastructure,Ampli3,,,-16.7,0.8,
1624464485,Devices,SPO2/18/11,2.6E-07,25.2,,,
1624464485,Devices,SPO1/18/11,2.13E-08,38.6,,,
1624464485,Infrastructure,Ampli1,,,-20.6,0.7,
1624464485,Infrastructure,Ampli2,,,-15.5,0.4,
1624464485,Infrastructure,Ampli3,,,-16.7,0.8,
1624464485,Infrastructure,Ampli4,,,-22.9,0.7,
1624464488,Infrastructure,Ampli1,,,-20.6,0.7,
1624464488,Devices,SPO1/18/11,2.09E-08,38.6,,,
1624464488,Devices,SPO2/18/11,2.59E-07,25.3,,,
1624464488,Infrastructure,Ampli4,,,-22.9,0.7,
1624464488,Infrastructure,Ampli2,,,-15.5,0.4,
1624464491,Infrastructure,Ampli1,,,-20.6,0.7,
1624464492,Infrastructure,Ampli4,,,-22.9,0.7,
1624464492,Infrastructure,Ampli2,,,-15.5,0.4,
1624464488,Infrastructure,Ampli3,,,-16.7,0.8,
1624464491,Devices,SPO2/18/11,2.57E-07,25.1,,,
1624464491,Devices,SPO1/18/11,2.21E-08,38.6,,,
1624464491,Infrastructure,Ampli3,,,-16.7,0.8,
1624464495,Infrastructure,Ampli1,,,-20.6,0.7,
1624464495,Devices,SPO2/18/11,2.56E-07,25.1,,,
1624464495,Devices,SPO1/18/11,2.07E-08,38.6,,,
1624464495,Infrastructure,Ampli4,,,-22.9,0.7,
1624464495,Infrastructure,Ampli2,,,-15.5,0.4,
1624464495,Infrastructure,Ampli3,,,-16.7,0.8,
1624464498,Infrastructure,Ampli1,,,-20.6,0.7,
1624464498,Infrastructure,Ampli4,,,-22.9,0.7,
1624464498,Devices,SPO2/18/11,2.56E-07,25.1,,,
1624464498,Devices,SPO1/18/11,2.05E-08,38.6,,,
1624464498,Infrastructure,Ampli3,,,-16.7,0.8,
1624464501,Devices,SPO1/18/11,2.17E-08,38.5,,,
1624464501,Devices,SPO2/18/11,2.57E-07,25.1,,,
1624464501,Infrastructure,Ampli3,,,-16.7,0.8,
1624464498,Infrastructure,Ampli2,,,-15.5,0.4,
1624464501,Infrastructure,Ampli1,,,-20.6,0.7,
1624464501,Infrastructure,Ampli2,,,-15.5,0.4,
1624464501,Infrastructure,Ampli4,,,-22.9,0.7,
1624464504,Devices,SPO1/18/11,2.25E-08,38.6,,,
1624464504,Devices,SPO2/18/11,2.56E-07,25.2,,,
1624464504,Infrastructure,Ampli3,,,-16.7,0.8,
1624464504,Infrastructure,Ampli1,,,-20.6,0.7,
1624464504,Infrastructure,Ampli4,,,-22.9,0.7,
1624464504,Infrastructure,Ampli2,,,-15.5,0.4,
1624464507,Devices,SPO2/18/11,2.58E-07,25.1,,,
1624464508,Infrastructure,Ampli1,,,-21,0.7,
1624464507,Devices,SPO1/18/11,2.24E-08,38.6,,,
1624464508,Infrastructure,Ampli3,,,-16.7,0.8,
1624464511,Devices,SPO1/18/11,2.22E-08,38.6,,,
1624464511,Devices,SPO2/18/11,2.73E-07,25,,,
1624464511,Infrastructure,Ampli3,,,-16.7,0.8,
1624464508,Infrastructure,Ampli2,,,-15.5,0.4,
1624464508,Infrastructure,Ampli4,,,-22.9,0.7,
1624464511,Infrastructure,Ampli1,,,-21,0.7,
1624464511,Infrastructure,Ampli2,,,-15.5,0.4,
1624464511,Infrastructure,Ampli4,,,-22.9,0.7,
1624464514,Devices,SPO1/18/11,2.16E-08,38.6,,,
1624464514,Infrastructure,Ampli1,,,-21,0.7,
1624464514,Devices,SPO2/18/11,3.15E-07,24.9,,,
1624464514,Infrastructure,Ampli3,,,-16.7,0.8,
1624464514,Infrastructure,Ampli2,,,-15.5,0.4,
1624464514,Infrastructure,Ampli4,,,-22.9,0.7,
1624464517,Devices,SPO1/18/11,2.24E-08,38.6,,,
1624464517,Devices,SPO2/18/11,3.15E-07,25,,,
1624464517,Infrastructure,Ampli1,,,-21,0.7,
1624464517,Infrastructure,Ampli3,,,-16.7,0.8,
1624464520,Devices,SPO2/18/11,3.12E-07,24.9,,,
1624464520,Devices,SPO1/18/11,2.23E-08,38.6,,,
1624464520,Infrastructure,Ampli3,,,-16.7,0.8,
1624464517,Infrastructure,Ampli2,,,-15.5,0.4,
1624464517,Infrastructure,Ampli4,,,-22.9,0.7,
1624464520,Infrastructure,Ampli1,,,-21,0.7,
1624464520,Infrastructure,Ampli4,,,-22.9,0.7,
1624464520,Infrastructure,Ampli2,,,-15.5,0.4,
1624464524,Infrastructure,Ampli1,,,-21,0.7,
1624464524,Devices,SPO1/18/11,2.32E-08,38.6,,,
1624464524,Infrastructure,Ampli4,,,-22.9,0.7,
1624464524,Infrastructure,Ampli2,,,-15.5,0.4,
1624464527,Infrastructure,Ampli1,,,-21,0.7,
1624464527,Infrastructure,Ampli4,,,-22.9,0.7,
1624464527,Infrastructure,Ampli2,,,-15.5,0.4,
1624464524,Devices,SPO2/18/11,3.13E-07,24.8,,,
1624464524,Infrastructure,Ampli3,,,-16.7,0.8,
1624464527,Devices,SPO2/18/11,3.17E-07,24.9,,,
1624464527,Devices,SPO1/18/11,2.45E-08,38.6,,,
1624464527,Infrastructure,Ampli3,,,-16.7,0.8,
1624464530,Devices,SPO2/18/11,3.17E-07,24.9,,,
1624464530,Infrastructure,Ampli1,,,-21,0.7,
1624464530,Devices,SPO1/18/11,2.37E-08,38.6,,,
1624464530,Infrastructure,Ampli3,,,-16.7,0.8,
1624464530,Infrastructure,Ampli2,,,-15.5,0.4,
1624464530,Infrastructure,Ampli4,,,-22.9,0.7,
1624464533,Infrastructure,Ampli1,,,-21,0.7,
1624464533,Infrastructure,Ampli4,,,-22.9,0.7,
1624464533,Devices,SPO2/18/11,3.13E-07,24.9,,,
1624464533,Devices,SPO1/18/11,2.33E-08,38.5,,,
1624464533,Infrastructure,Ampli2,,,-15.5,0.4,
1624464536,Infrastructure,Ampli1,,,-21,0.7,
1624464537,Infrastructure,Ampli2,,,-15.5,0.4,
1624464537,Infrastructure,Ampli4,,,-22.9,0.7,
1624464533,Infrastructure,Ampli3,,,-16.7,0.8,
1624464536,Devices,SPO1/18/11,2.28E-08,38.6,,,
1624464536,Devices,SPO2/18/11,3.14E-07,24.9,,,
1624464536,Infrastructure,Ampli3,,,-16.7,0.8,
1624464540,Infrastructure,Ampli1,,,-21,0.7,
1624464540,Devices,SPO1/18/11,2.25E-08,38.6,,,
1624464540,Devices,SPO2/18/11,3.17E-07,24.9,,,
1624464540,Infrastructure,Ampli2,,,-15.5,0.4,
1624464540,Infrastructure,Ampli4,,,-22.9,0.7,
1624464540,Infrastructure,Ampli3,,,-16.7,0.8,
1624464543,Devices,SPO2/18/11,3.2E-07,24.9,,,
1624464543,Infrastructure,Ampli1,,,-21,0.7,
1624464543,Infrastructure,Ampli2,,,-15.5,0.4,
1624464543,Infrastructure,Ampli4,,,-22.9,0.7,
1624464546,Infrastructure,Ampli1,,,-21,0.7,
1624464546,Infrastructure,Ampli2,,,-15.5,0.4,
1624464546,Infrastructure,Ampli4,,,-22.9,0.7,
1624464543,Devices,SPO1/18/11,2.2E-08,38.6,,,
1624464543,Infrastructure,Ampli3,,,-16.7,0.8,
1624464546,Devices,SPO1/18/11,2.19E-08,38.6,,,
1624464546,Devices,SPO2/18/11,3.16E-07,24.9,,,
1624464546,Infrastructure,Ampli3,,,-16.7,0.8,
1624464549,Devices,SPO1/18/11,2.23E-08,38.5,,,
1624464549,Devices,SPO2/18/11,3.16E-07,24.8,,,
1624464549,Infrastructure,Ampli3,,,-16.7,0.8,
1624464549,Infrastructure,Ampli1,,,-21,0.7,
1624464549,Infrastructure,Ampli2,,,-15.5,0.4,
1624464549,Infrastructure,Ampli4,,,-22.9,0.7,
1624464552,Devices,SPO1/18/11,2.32E-08,38.6,,,
1624464552,Devices,SPO2/18/11,3.13E-07,24.8,,,
1624464552,Infrastructure,Ampli1,,,-21,0.7,
